institution_id,institution_name,institution_country
3733,Academy of Astronomy,Spain
3734,Royal Institute of Planetary Science,Brazil
3735,Global Research Center of Astrophysics,Finland
3736,National Institute of Geoscience,Germany
3737,Academy of Geochemistry,Japan
3738,Center for Advanced Space Exploration,China
3739,Center for Advanced Cosmic Research,Italy
3740,Academy of Planetary Science,Netherlands
3741,Academy of Space Exploration,Belgium
3742,National Institute of Astronomy,Italy
3743,International Lab for Geology,India
3744,National Institute of Planetary Science,Canada
3745,College of Cosmic Research,Belgium
3746,College of Geoscience,Italy
3747,Global Research Center of Astronomy,China
3748,Center for Advanced Geology,France
3749,University of Geology,UK
3750,Academy of Cosmic Research,Switzerland
3751,International Lab for Cosmic Research,Germany
3752,University of Cosmic Research,Austria
3753,International Lab for Geology,USA
3754,International Lab for Astrophysics,Denmark
3755,University of Planetary Science,Japan
3756,International Lab for Meteorite Studies,Norway
3757,University of Cosmic Research,UK
3758,Royal Institute of Astronomy,Austria
3759,Royal Institute of Cosmic Research,Switzerland
3760,College of Astronomy,Spain
3761,International Lab for Astrophysics,UK
3762,National Institute of Geochemistry,Sweden
3763,Academy of Geochemistry,Denmark
3764,International Lab for Geochemistry,India
3765,Global Research Center of Astrophysics,Denmark
3766,College of Meteorite Studies,USA
3767,Academy of Cosmic Research,Germany
3768,College of Geochemistry,Brazil
3769,Royal Institute of Astrophysics,UK
3770,Academy of Space Exploration,India
3771,Academy of Astronomy,France
3772,Academy of Space Exploration,India
3773,Global Research Center of Geology,Denmark
3774,University of Geology,USA
3775,Center for Advanced Astronomy,Italy
3776,Center for Advanced Geochemistry,Japan
3777,International Lab for Astronomy,Switzerland
3778,National Institute of Cosmic Research,Austria
3779,Royal Institute of Geoscience,Denmark
3780,Global Research Center of Cosmic Research,India
3781,Academy of Geology,Canada
3782,College of Meteorite Studies,Canada
3783,University of Planetary Science,France
3784,University of Meteorite Studies,Netherlands
3785,Center for Advanced Space Exploration,UK
3786,College of Astronomy,India
3787,Academy of Astronomy,Italy
3788,University of Planetary Science,Italy
3789,National Institute of Geoscience,Netherlands
3790,Center for Advanced Geoscience,Netherlands
3791,National Institute of Planetary Science,Japan
3792,Royal Institute of Space Exploration,Norway
3793,National Institute of Astrophysics,Brazil
3794,Global Research Center of Astronomy,Spain
3795,Royal Institute of Space Exploration,Norway
3796,Royal Institute of Geology,Brazil
3797,University of Meteorite Studies,Italy
3798,University of Cosmic Research,Canada
3799,University of Geoscience,Austria
3800,College of Space Exploration,Netherlands
3801,Royal Institute of Planetary Science,Sweden
3802,University of Meteorite Studies,Sweden
3803,National Institute of Geoscience,China
3804,International Lab for Geochemistry,France
3805,University of Geology,Netherlands
3806,Center for Advanced Space Exploration,India
3807,College of Cosmic Research,China
3808,Royal Institute of Planetary Science,Italy
3809,College of Geology,Spain
3810,National Institute of Planetary Science,Denmark
3811,International Lab for Space Exploration,Germany
3812,Royal Institute of Geochemistry,Netherlands
3813,National Institute of Space Exploration,Finland
3814,College of Geology,Norway
3815,College of Meteorite Studies,Belgium
3816,College of Astrophysics,Switzerland
3817,Global Research Center of Cosmic Research,Brazil
3818,Royal Institute of Space Exploration,France
3819,National Institute of Astrophysics,Norway
3820,Global Research Center of Geology,Japan
3821,Global Research Center of Geology,USA
3822,Global Research Center of Geoscience,Norway
3823,Academy of Geochemistry,Finland
3824,National Institute of Meteorite Studies,UK
3825,International Lab for Astronomy,Australia
3826,National Institute of Meteorite Studies,Netherlands
3827,International Lab for Astrophysics,Italy
3828,Global Research Center of Astrophysics,Belgium
3829,College of Cosmic Research,France
3830,Royal Institute of Space Exploration,Switzerland
3831,National Institute of Astronomy,Germany
3832,Royal Institute of Geology,Norway
3833,Center for Advanced Astrophysics,Brazil
3834,Center for Advanced Meteorite Studies,Australia
3835,National Institute of Meteorite Studies,USA
3836,Royal Institute of Geology,Sweden
3837,Royal Institute of Geology,Australia
3838,Academy of Geoscience,China
3839,Academy of Geology,Spain
3840,University of Geochemistry,Netherlands
3841,International Lab for Cosmic Research,Spain
3842,International Lab for Space Exploration,Australia
3843,Global Research Center of Astronomy,Japan
3844,International Lab for Geochemistry,India
3845,Royal Institute of Geoscience,Italy
3846,Academy of Meteorite Studies,France
3847,Academy of Cosmic Research,Finland
3848,Center for Advanced Planetary Science,Australia
3849,Academy of Cosmic Research,Austria
3850,National Institute of Planetary Science,India
3851,Global Research Center of Geoscience,Japan
3852,Global Research Center of Astronomy,Austria
3853,University of Geochemistry,Belgium
3854,College of Astronomy,Finland
3855,University of Space Exploration,Japan
3856,Academy of Astrophysics,Denmark
3857,Global Research Center of Geology,Brazil
3858,National Institute of Geoscience,Denmark
3859,International Lab for Geology,India
3860,National Institute of Meteorite Studies,India
3861,National Institute of Space Exploration,Germany
3862,College of Geoscience,Spain
3863,Global Research Center of Geochemistry,Spain
3864,Academy of Geology,Netherlands
3865,National Institute of Space Exploration,UK
3866,International Lab for Geoscience,Netherlands
3867,Royal Institute of Planetary Science,Belgium
3868,University of Astronomy,China
3869,Global Research Center of Astrophysics,China
3870,College of Cosmic Research,Finland
3871,Global Research Center of Geology,Australia
3872,Center for Advanced Cosmic Research,Canada
3873,College of Geoscience,Netherlands
3874,College of Astronomy,Norway
3875,National Institute of Geology,Belgium
3876,College of Meteorite Studies,UK
3877,International Lab for Cosmic Research,Austria
3878,International Lab for Planetary Science,Italy
3879,Center for Advanced Geochemistry,Australia
3880,Academy of Planetary Science,Brazil
3881,Center for Advanced Geology,Sweden
3882,Royal Institute of Geochemistry,Finland
3883,Academy of Geoscience,China
3884,National Institute of Cosmic Research,Norway
3885,Center for Advanced Space Exploration,China
3886,International Lab for Geoscience,Australia
3887,Center for Advanced Space Exploration,France
3888,Royal Institute of Astrophysics,Canada
3889,Center for Advanced Geology,Austria
3890,International Lab for Planetary Science,USA
3891,Academy of Cosmic Research,Netherlands
3892,College of Astrophysics,UK
3893,Royal Institute of Cosmic Research,Spain
3894,International Lab for Astrophysics,Denmark
3895,International Lab for Astrophysics,India
3896,University of Cosmic Research,Finland
3897,College of Space Exploration,UK
3898,Academy of Geology,Norway
3899,College of Meteorite Studies,Belgium
3900,College of Geoscience,Austria
3901,Royal Institute of Meteorite Studies,Austria
3902,University of Astronomy,Sweden
3903,National Institute of Space Exploration,Italy
3904,National Institute of Astronomy,Netherlands
3905,College of Space Exploration,Belgium
3906,College of Meteorite Studies,Belgium
3907,International Lab for Planetary Science,Brazil
3908,Global Research Center of Space Exploration,Spain
3909,International Lab for Planetary Science,Belgium
3910,College of Astronomy,UK
3911,University of Geochemistry,France
3912,International Lab for Geology,UK
3913,Global Research Center of Cosmic Research,Brazil
3914,University of Planetary Science,China
3915,University of Cosmic Research,France
3916,International Lab for Astrophysics,Canada
3917,Academy of Geoscience,Germany
3918,National Institute of Geochemistry,Norway
3919,University of Astronomy,Belgium
3920,Global Research Center of Geoscience,Switzerland
3921,International Lab for Planetary Science,Austria
3922,Academy of Space Exploration,Norway
3923,University of Cosmic Research,India
3924,Center for Advanced Planetary Science,France
3925,Academy of Geology,Sweden
3926,Academy of Astrophysics,Germany
3927,College of Astrophysics,Belgium
3928,Academy of Geology,Brazil
3929,College of Astrophysics,USA
3930,Center for Advanced Astrophysics,Italy
3931,National Institute of Geology,China
3932,University of Astrophysics,China
3933,Center for Advanced Space Exploration,Finland
3934,National Institute of Cosmic Research,Spain
3935,Global Research Center of Geoscience,France
3936,Global Research Center of Planetary Science,Finland
3937,College of Geoscience,Canada
3938,International Lab for Geology,Netherlands
3939,College of Astronomy,Finland
3940,Academy of Astrophysics,Brazil
3941,Royal Institute of Meteorite Studies,UK
3942,Royal Institute of Astrophysics,USA
3943,Academy of Planetary Science,Belgium
3944,Center for Advanced Geochemistry,Finland
3945,Royal Institute of Planetary Science,Spain
3946,Center for Advanced Geology,Netherlands
3947,National Institute of Geoscience,Norway
3948,National Institute of Astrophysics,Canada
3949,University of Meteorite Studies,Netherlands
3950,National Institute of Meteorite Studies,Japan
3951,Center for Advanced Geoscience,UK
3952,International Lab for Geology,Australia
3953,Center for Advanced Meteorite Studies,Belgium
3954,International Lab for Astrophysics,USA
3955,Academy of Geoscience,Norway
3956,Academy of Cosmic Research,Netherlands
3957,Royal Institute of Space Exploration,Switzerland
3958,Global Research Center of Meteorite Studies,Brazil
3959,College of Space Exploration,Netherlands
3960,Academy of Geology,Denmark
3961,College of Space Exploration,Canada
3962,Global Research Center of Geochemistry,Finland
3963,University of Space Exploration,Norway
3964,Global Research Center of Meteorite Studies,Finland
3965,National Institute of Astronomy,Brazil
3966,College of Planetary Science,France
3967,Center for Advanced Space Exploration,France
3968,University of Geology,Austria
3969,Global Research Center of Geoscience,Italy
3970,College of Space Exploration,USA
3971,College of Cosmic Research,Brazil
3972,International Lab for Cosmic Research,Italy
3973,International Lab for Cosmic Research,Belgium
3974,College of Geoscience,Switzerland
3975,Global Research Center of Geoscience,Japan
3976,Academy of Meteorite Studies,India
3977,National Institute of Meteorite Studies,Netherlands
3978,International Lab for Space Exploration,Switzerland
3979,Academy of Geology,Japan
3980,Global Research Center of Astronomy,China
3981,College of Geoscience,Austria
3982,Global Research Center of Meteorite Studies,Australia
3983,Center for Advanced Astronomy,Spain
3984,National Institute of Astronomy,Canada
3985,Center for Advanced Astrophysics,Finland
3986,Royal Institute of Cosmic Research,Netherlands
3987,National Institute of Planetary Science,Belgium
3988,International Lab for Astrophysics,Sweden
3989,Center for Advanced Space Exploration,Brazil
3990,Royal Institute of Geochemistry,Germany
3991,College of Meteorite Studies,India
3992,Global Research Center of Astrophysics,Belgium
3993,Center for Advanced Geology,India
3994,National Institute of Geochemistry,Norway
3995,Royal Institute of Meteorite Studies,USA
3996,Royal Institute of Geology,Italy
3997,International Lab for Planetary Science,Austria
3998,College of Astrophysics,Italy
3999,Global Research Center of Astronomy,Japan
4000,Center for Advanced Space Exploration,Netherlands
4001,College of Astronomy,Switzerland
